model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,k-means,0.729,0.726,0.726,0.729,0.059,0.059,0.059,0.06,3.491,0.131,0.652,0.571,0.638,0.604,0.712,1.1e-05,latent,0.01,6,0,0,0,0.0017788410186767578
rf,k-means,0.746,0.74,0.741,0.747,0.107,0.111,0.111,0.107,12.922,1.953,0.672,0.595,0.664,0.632,0.74,3.6e-05,latent,0.01,6,0,0,0,0.0017788410186767578
svc,k-means,0.635,0.622,0.622,0.636,0.043,0.054,0.054,0.043,3.413,0.009,0.652,0.644,0.749,0.743,0.732,3e-05,latent,0.01,6,0,0,0,0.0017788410186767578
logreg,k-means,0.811,0.809,0.81,0.813,0.057,0.057,0.057,0.057,4.432,0.124,0.609,0.537,0.608,0.572,0.645,1.3e-05,latent,0.01,6,0,0,0,0.0017788410186767578
mlp,k-means,0.548,0.542,0.543,0.55,0.065,0.062,0.062,0.067,4.703,0.266,0.667,0.617,0.699,0.673,0.732,3.8e-05,latent,0.01,6,0,0,0,0.0017788410186767578
naive_bayes,k-means,0.55,0.452,0.452,0.55,0.049,0.099,0.1,0.05,2.976,0.001,0.554,0.402,0.415,0.403,0.582,2e-06,latent,0.01,6,0,0,0,0.0017788410186767578
knn,k-means,0.585,0.563,0.563,0.586,0.055,0.065,0.066,0.057,3.452,0.001,0.658,0.662,0.77,0.773,0.72,4.8e-05,latent,0.01,6,0,0,0,0.0017788410186767578
xgb,k-center,0.543,0.536,0.537,0.544,0.092,0.092,0.093,0.093,5.475,0.025,0.527,0.463,0.531,0.491,0.545,1e-05,original,0.01,6,0,0,0,0.001821756362915039
rf,k-center,0.502,0.496,0.496,0.501,0.094,0.1,0.101,0.094,9.701,0.614,0.534,0.318,0.287,0.322,0.605,2.3e-05,original,0.01,6,0,0,0,0.001821756362915039
svc,k-center,0.538,0.518,0.517,0.536,0.122,0.128,0.128,0.122,5.373,0.011,0.541,0.385,0.393,0.386,0.455,1.6e-05,original,0.01,6,0,0,0,0.001821756362915039
logreg,k-center,0.562,0.546,0.546,0.561,0.097,0.09,0.09,0.094,2.265,0.006,0.528,0.291,0.245,0.3,0.632,0.0,original,0.01,6,0,0,0,0.001821756362915039
mlp,k-center,0.476,0.47,0.47,0.476,0.113,0.113,0.114,0.115,5.665,7.571,0.562,0.387,0.386,0.387,0.629,3.9e-05,original,0.01,6,0,0,0,0.001821756362915039
naive_bayes,k-center,0.526,0.453,0.454,0.526,0.043,0.034,0.032,0.041,2.83,0.002,0.515,0.291,0.25,0.298,0.571,1e-06,original,0.01,6,0,0,0,0.001821756362915039
knn,k-center,0.469,0.457,0.456,0.467,0.087,0.089,0.089,0.086,6.186,0.001,0.528,0.357,0.353,0.357,0.594,4.4e-05,original,0.01,6,0,0,0,0.001821756362915039
xgb,k-center,0.532,0.527,0.528,0.534,0.073,0.076,0.075,0.072,6.25,0.038,0.52,0.276,0.224,0.287,0.575,7e-06,latent,0.01,6,0,0,0,0.001821756362915039
rf,k-center,0.527,0.524,0.524,0.528,0.137,0.139,0.14,0.138,8.412,0.684,0.508,0.217,0.134,0.245,0.601,1.8e-05,latent,0.01,6,0,0,0,0.001821756362915039
svc,k-center,0.538,0.521,0.521,0.536,0.122,0.115,0.115,0.12,5.812,0.009,0.507,0.201,0.11,0.235,0.638,2.8e-05,latent,0.01,6,0,0,0,0.001821756362915039
logreg,k-center,0.587,0.579,0.58,0.588,0.182,0.185,0.185,0.182,9.311,0.406,0.507,0.201,0.11,0.235,0.66,1.2e-05,latent,0.01,6,0,0,0,0.001821756362915039
mlp,k-center,0.441,0.439,0.44,0.442,0.104,0.103,0.104,0.106,6.176,8.298,0.514,0.239,0.168,0.261,0.593,3e-05,latent,0.01,6,0,0,0,0.001821756362915039
naive_bayes,k-center,0.586,0.568,0.568,0.587,0.1,0.098,0.098,0.098,3.832,0.001,0.501,0.185,0.086,0.224,0.503,2e-06,latent,0.01,6,0,0,0,0.001821756362915039
knn,k-center,0.544,0.538,0.538,0.545,0.14,0.14,0.14,0.14,5.126,0.001,0.51,0.221,0.141,0.248,0.548,6.1e-05,latent,0.01,6,0,0,0,0.001821756362915039
xgb,ag,0.65,0.649,0.649,0.651,0.095,0.096,0.095,0.093,6.402,0.079,0.551,0.333,0.304,0.337,0.632,7e-06,original,0.01,6,0,0,0,0.0017864704132080078
rf,ag,0.66,0.655,0.655,0.659,0.098,0.098,0.098,0.099,9.115,0.492,0.567,0.381,0.375,0.381,0.659,2.1e-05,original,0.01,6,0,0,0,0.0017864704132080078
svc,ag,0.632,0.597,0.599,0.635,0.066,0.104,0.1,0.062,3.663,0.009,0.634,0.632,0.744,0.742,0.69,1.1e-05,original,0.01,6,0,0,0,0.0017864704132080078
logreg,ag,0.617,0.607,0.608,0.618,0.089,0.093,0.093,0.09,3.732,0.005,0.618,0.523,0.58,0.545,0.693,0.0,original,0.01,6,0,0,0,0.0017864704132080078
mlp,ag,0.583,0.568,0.569,0.584,0.105,0.118,0.116,0.101,5.691,4.658,0.628,0.527,0.581,0.547,0.703,2.7e-05,original,0.01,6,0,0,0,0.0017864704132080078
naive_bayes,ag,0.514,0.454,0.456,0.518,0.097,0.115,0.117,0.101,2.86,0.002,0.606,0.578,0.677,0.653,0.646,1e-06,original,0.01,6,0,0,0,0.0017864704132080078
knn,ag,0.608,0.544,0.544,0.608,0.114,0.17,0.172,0.118,5.463,0.001,0.628,0.617,0.726,0.717,0.682,2e-06,original,0.01,6,0,0,0,0.0017864704132080078
xgb,ag,0.653,0.649,0.649,0.653,0.03,0.034,0.034,0.03,3.452,0.04,0.638,0.551,0.614,0.58,0.708,7e-06,latent,0.01,6,0,0,0,0.0017864704132080078
rf,ag,0.661,0.654,0.654,0.661,0.073,0.076,0.076,0.076,8.496,0.353,0.676,0.602,0.672,0.642,0.739,1e-05,latent,0.01,6,0,0,0,0.0017864704132080078
svc,ag,0.669,0.664,0.665,0.67,0.066,0.068,0.068,0.067,3.609,0.009,0.665,0.613,0.694,0.667,0.729,5.3e-05,latent,0.01,6,0,0,0,0.0017864704132080078
logreg,ag,0.669,0.666,0.666,0.67,0.06,0.06,0.06,0.062,2.423,0.106,0.663,0.612,0.693,0.667,0.724,1.3e-05,latent,0.01,6,0,0,0,0.0017864704132080078
mlp,ag,0.508,0.505,0.506,0.508,0.047,0.047,0.047,0.048,5.923,6.1,0.669,0.611,0.689,0.661,0.736,3.3e-05,latent,0.01,6,0,0,0,0.0017864704132080078
naive_bayes,ag,0.524,0.458,0.459,0.526,0.058,0.053,0.054,0.062,3.312,0.002,0.565,0.395,0.398,0.395,0.653,2e-06,latent,0.01,6,0,0,0,0.0017864704132080078
